Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
5qSaJcTLvg11oJRyqC1ufhv4L9QZXUkAezaaMRaGqbyksJV75MqQDNCK5CLSYUB3BgziwhYF5D8Q1MTJxcCDGjJC,1754079396,2025-08-01T20:16:36,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2436575212,2425075212,So11111111111111111111111111111111111111111,9,1.0
42DyW9Azcvjkgxh8YxT8dkLJufFDgWXPQx7nA6cyhGvoVAsuZm9QamZSMQMvFCEPVXrhc1ojQP8QVfKSH6k3nTTx,1754078257,2025-08-01T19:57:37,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2448075212,2436575212,So11111111111111111111111111111111111111111,9,1.0
22oYAenUeFVvef66pX5YR5M353MARY1ps9NCXxNWpyA5btnXFkRMDoq5j5GHx8KSK9uoztvdK8SKHPNmvfpiyziC,1754078238,2025-08-01T19:57:18,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2459575212,2448075212,So11111111111111111111111111111111111111111,9,1.0
22wYq2bLNUm5rKPimLsAW3JqfPY13g3zCVR88bxJD5KPpxtAfYkNGTLaMQnEienfNZRQpEVth21xkpynESVqDcqX,1754077262,2025-08-01T19:41:02,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2471075212,2459575212,So11111111111111111111111111111111111111111,9,1.0
3nv5kJmLaEDCbehMmXSyFGHeCL2mDppisiCK4fbAC59U8ZHN7GnFPiAcunP2JtRdfYu5hp8jdkRYUnANruqZ6GCb,1754077243,2025-08-01T19:40:43,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2482575212,2471075212,So11111111111111111111111111111111111111111,9,1.0
vvAER8Rz6YAHzYRS15yhaF6aX4oHoVQU2SXzshqUranM7DBrZ1YMMY1yheqMyFMLJuNQM87vW4b6wtAmZAVuJAT,1754076744,2025-08-01T19:32:24,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2494075212,2482575212,So11111111111111111111111111111111111111111,9,1.0
T4QqfpRGfwzp988UvAsUPkbYdADydfwakm3wjefPRR86TrmSTK74XrzhPf1V5pRMuZTpFBuACuSaHB16HC9XXZ7,1754076721,2025-08-01T19:32:01,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2505575212,2494075212,So11111111111111111111111111111111111111111,9,1.0
3VCjNjw8e5rnsZZi28wR1M8DhswZkzGqoBgrSsGy5wF9Kxboe4i3mB6hKXdswWeN1MqNkFd7DaLtMq7Ew8bLCVdD,1754076477,2025-08-01T19:27:57,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2363075212,2505575212,So11111111111111111111111111111111111111111,9,1.0
sMXwaEc95z28DQcB92Zdqgd1FhpB6gJSJHdUcJDDNGtzNXV4ekboG968mPZwBVbTWwKkLoEyXVwgAAQ1RmgmgyA,1754075784,2025-08-01T19:16:24,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2374575212,2363075212,So11111111111111111111111111111111111111111,9,1.0
2P7hytMPxG7ciNSbfnTnDrM6vb6ivNErWUwm4xU7fyTdpbnECBpVeu9csw9ddoxPxq6fYhJswbsBEK3BLxbAkev9,1754075761,2025-08-01T19:16:01,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2386075212,2374575212,So11111111111111111111111111111111111111111,9,1.0
61JfJMnU3T6HJvGxhGo3cwmwWp53Qggeg2bx2bNtYzRKsGn1m4kcTxivHtU3PYRSTDffoqBqn8KsjaU36FYRgdqe,1754075595,2025-08-01T19:13:15,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2243575212,2386075212,So11111111111111111111111111111111111111111,9,1.0
M3n8JTwNRuWuAD2obX6s81LymA8PrSWnyGyW2Z4YRfi3FdUVQio6oCeA8jpaxwm1CAaTpfVbuHtLjBve9XS7jnn,1754075415,2025-08-01T19:10:15,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2101075212,2243575212,So11111111111111111111111111111111111111111,9,1.0
UgbhCxJkqjgzxyfRzx7hGXX2FQXPUBMSwZ6vUXRT6ioeh7i1ezzemxedMGwCoKmPQWWdvH5diKYaaC9W6hDAFrM,1754074866,2025-08-01T19:01:06,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2112575212,2101075212,So11111111111111111111111111111111111111111,9,1.0
3VdDBEBVsGm4TE1x8BxvwYqqecrkqcMm1SsCFR2EWghWyc9ngzRjZ8hkytevqVtfQqCipHAmwET4BLhLKmFxhqSr,1754074804,2025-08-01T19:00:04,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,1970075212,2112575212,So11111111111111111111111111111111111111111,9,1.0
3tDqYXZ3VtoKtMzY16QKTah7iwghANnnpw2tC5JgtkZdes941LBZ5SSLiRCSZLaZh6mUyRBeUamggnFVaFVG2XKW,1754074778,2025-08-01T18:59:38,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,1827575212,1970075212,So11111111111111111111111111111111111111111,9,1.0
ySr3qaFrd8mk5WrED3To6oCbkUyLtEDEJRW87oMdASNTkMNKpJFoj84V6gX6BG1YQSH5vASjfX269iPosftTSP8,1754074769,2025-08-01T18:59:29,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,1839075212,1827575212,So11111111111111111111111111111111111111111,9,1.0
2jP5HPUgxPX6wZbZzn4e1Jfp8FeKKT1TqeX4GSHJoMEP7rwqPbsvpZPKRc2j25vc3FiJ38XyHJM9j7rZPPNqnijM,1754074567,2025-08-01T18:56:07,0.00008,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,570000000,1269075212,1839075212,So11111111111111111111111111111111111111111,9,1.0
4wK3a2Q713K7TiQiUFZN5AUqCVsVbMWsoyeVeWZXkYDQWDXuhc3gvfJeB9RR1DwNCRCEV5e2hopEdfdNt48TnDTt,1754074102,2025-08-01T18:48:22,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,10000,1269065212,1269075212,So11111111111111111111111111111111111111111,9,1.0
5Kn7pFcQPHF6jjuk7og1Gevdyea5NUZF4PwxPZCTirg83euGz9afe1SZwhRjyXBhdDe7XDqFKzoWVRcBM7z9FdAc,1754074095,2025-08-01T18:48:15,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,8,1269065204,1269065212,So11111111111111111111111111111111111111111,9,1.0
571iC4QfhF5czhjtDNbtoSUvBQKDE6HJdNGZLTu9nCYUzGmazAESN9tst8XzMf6oeQxyaUj2vGLvHzRyAUDWK93E,1754074095,2025-08-01T18:48:15,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,6,1269065198,1269065204,So11111111111111111111111111111111111111111,9,1.0
3nZd5aUHeWCrXsBSTboMMRHzsBu7fU8eRJZJqTxu9WAgbvryvHQqXbJHbQQTkMmtW9HTGDiX8FZLjZ9MPrwTe7N7,1754074095,2025-08-01T18:48:15,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,4,1269065194,1269065198,So11111111111111111111111111111111111111111,9,1.0
65em82BNbmjkQk4u18ERCLBkd8Gg68zbtWve1g1KgW12edsGL1pY6C1sKjYPSx7rw8YndBbeKXdorgb6yJifaf2F,1754074095,2025-08-01T18:48:15,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,2,1269065192,1269065194,So11111111111111111111111111111111111111111,9,1.0
4uY519XBxUMi6SWUVuUghYumfVRxJ9dH3dP7aYNcxe5yF2Trey1LSEn3EGCdEiAS5eENXNL5WLxNUD9WsHUd8Dzq,1754073941,2025-08-01T18:45:41,0.00008,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,580000000,689065192,1269065192,So11111111111111111111111111111111111111111,9,1.0
3PWXH1tePTLDZtkK3SGNkck7JN5Krx942akz72BUJxJci6JeM2DYPp2iAxDR6uqEpLbdaCnJPKsTu66ySgimpSVs,1754071869,2025-08-01T18:11:09,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1000,689064192,689065192,So11111111111111111111111111111111111111111,9,1.0
sAQeiry7QsXs9qaUvScthfixobxrKfDPvnE5t4yrf6xKPkWsJ82otK7WTSDxifN7L8QxNNHWj6ogjDLAfFVNBya,1754034185,2025-08-01T07:43:05,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,10000,689054192,689064192,So11111111111111111111111111111111111111111,9,1.0
5FosjEiiaBHGA3xCb1i3TvZerLK2eK7Yq32mrCCLNxdgUhSpKmXdhNw3JXDNKuhQz7B6cBdeXzHBhTuSzoX3WXwk,1754034177,2025-08-01T07:42:57,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,8,689054184,689054192,So11111111111111111111111111111111111111111,9,1.0
4ZHFgfk6zEfbskSkuSRFDwpj8Hxz7LRg9TbSyD8NwXTLQGps9RCrEVTsBSGmdRmQbM7Lvdup3Nk2o9eNndw42MRq,1754034177,2025-08-01T07:42:57,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,4,689054180,689054184,So11111111111111111111111111111111111111111,9,1.0
5ZQhtDBnh6aivx4DhujS8hk1PHFwq5HeoKvpM5XoEQkZgTSHeQVRYpXEZkirNPG3obsuwAA1eTCRSe3KGKNvXXtc,1754034177,2025-08-01T07:42:57,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,6,689054174,689054180,So11111111111111111111111111111111111111111,9,1.0
2EK8JDwrf6TGZa2Gifz3Pz8JqyjgVtF8pghP2RuQmftGLXmbAoZigN6t8SGRDqMKWyT9AKj3MT9HzmJaGBPTYd4D,1754034177,2025-08-01T07:42:57,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,2,689054172,689054174,So11111111111111111111111111111111111111111,9,1.0
4D2inTwZHj5oL79VXJkkZ2HXKTEqFXSzYLMFhb2cNsDo6VYXwJNU9DFhr4z6HBpUPuFzUz7rvD9tT25FfiA6BH9x,1754034042,2025-08-01T07:40:42,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,100000,688954172,689054172,So11111111111111111111111111111111111111111,9,1.0
5vwmgy6ENgzV9YdHRV1iskbpsWzuwFPZReXu6hEeZRVCjGFsxqQWKPNRFTNWmWsRC7Roriy6jD15nG6K2dGdcnPd,1754034026,2025-08-01T07:40:26,0.00008,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,560000000,128954172,688954172,So11111111111111111111111111111111111111111,9,1.0
4aYJDuHSFcgfCLzotdgVshbUJYc4UXbd4UF6TSfyn9A3ij47KE9zdZcjXmhPVcbxTtRunu1kshx961xH4acR4HKY,1753896558,2025-07-30T17:29:18,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,137954172,128954172,So11111111111111111111111111111111111111111,9,1.0
rLaLYpbEhm4Z9jQ2vkWQos9MFh55FE55mPuytYnQhGBuf8AteWUqPyDDEwNoG4E22Gfm3diq8imqZidtZueid2E,1753896400,2025-07-30T17:26:40,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,146954172,137954172,So11111111111111111111111111111111111111111,9,1.0
VqoPGwZxB2MxCj4kQ6W2e1JdQDwTsRk6Ev4KZdqeZd29dDuzDhEY4B48itGuJM3gCauvhSh3U7ESAJ5rqXh5cDA,1753896340,2025-07-30T17:25:40,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,155954172,146954172,So11111111111111111111111111111111111111111,9,1.0
QFN8ffLec28WT5TWWvFjewGwvSeMrYQrZWTMJAiZSV7JBme5UbaLJgqPLJfBzoVUGUJDwZEFDAxE5AhDdnuSBV4,1753896320,2025-07-30T17:25:20,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,164954172,155954172,So11111111111111111111111111111111111111111,9,1.0
675U3HAiZgfhV7QK3LNtUetpKMkrHM7KaHtA8aAtSwiLcJWf3a5PXgLkYFTuYK7R8wAvsLUZ2wZohwNNVf6AuG81,1753563599,2025-07-26T20:59:59,0.000079749,6kzbGMiVTApbzQSxchSUPx4Jf15H2saHSDT2NSoF7EX6,dec,1,1,0,3yPyhzZpusA9MjLmqQhbgdCQRSSVuez6Wi1VRRHM9Go1,0,1.0
675U3HAiZgfhV7QK3LNtUetpKMkrHM7KaHtA8aAtSwiLcJWf3a5PXgLkYFTuYK7R8wAvsLUZ2wZohwNNVf6AuG81,1753563599,2025-07-26T20:59:59,0.000079749,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,4889109,169843281,164954172,So11111111111111111111111111111111111111111,9,1.0
5HkL488rzbTTcQQC89RBxy4vLZE413sYqBZJURQu58G8yF2aDYyKFynSMQbGMikLS4TKYSAaN6DgZxmZZGEhwe15,1753563597,2025-07-26T20:59:57,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,169843280,169843281,So11111111111111111111111111111111111111111,9,1.0
43Wd1AJ7GTdfubWpeZoUzb7mM47yPXw5hAuvYyqjH45jamWC9ikqb4fDahTsLoP4LvsgZsvJrCobNFjmn1NMDnqR,1753563597,2025-07-26T20:59:57,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,169843279,169843280,So11111111111111111111111111111111111111111,9,1.0
4L9H4Jv9dYhPYxqnQbdmjqg9n5oCJGpNfjzt9WpnNPkXebTDC8nMykbaAAQXJa3EcjPNucK1j7nYWuC38i1XEAvX,1753563595,2025-07-26T20:59:55,0.000071826,AhKyGtw7yFPNFCj1T2VTGkBYYAtKdvq2rMd9d4tRik5R,dec,1,1,0,7PwKUVtzGJPAineVXMJ9jebCVbMuZR6Xy4qMAyBQTU38,0,1.0
4L9H4Jv9dYhPYxqnQbdmjqg9n5oCJGpNfjzt9WpnNPkXebTDC8nMykbaAAQXJa3EcjPNucK1j7nYWuC38i1XEAvX,1753563595,2025-07-26T20:59:55,0.000071826,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,4881186,174724465,169843279,So11111111111111111111111111111111111111111,9,1.0
4avbmDUNuA8EayuKacsbNWdavrKYhYH8WLbDTphHfFYCwSZh1jyHHF1Kk6TbpAwzM56AW2NtMJLGMwaqgRJj6pDs,1753545783,2025-07-26T16:03:03,0.000027698,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,27698,174752163,174724465,So11111111111111111111111111111111111111111,9,1.0
3dCmyVDJjb7S7ayBgLGhQpapLzbWrvxSWPBsjTcUiDN33VZDPwVmSeXi3rv9dHaRsq3itPaN92vmm6c1Ari9PZdK,1753542697,2025-07-26T15:11:37,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1000,174751163,174752163,So11111111111111111111111111111111111111111,9,1.0
2ZNeWxyLLC99bFfLcTtoGyMYVXDGGh2ZUaqoUCTNiEVHQjgyqH8u6qcACZYtxzcqv83wPjjbRWLAtVAYQBCGauyF,1753509253,2025-07-26T05:54:13,0.000012949,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,12949,174764112,174751163,So11111111111111111111111111111111111111111,9,1.0
3yVzKsHcGP3VMoS7P1z2avnyMVbh53pLf5vm67ZuushoJ1x9gqrLfMSTQHozUh7Fc6D7zeCAGfVDoYoNqHtVck4v,1753509253,2025-07-26T05:54:13,0.000014891,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,14891,174779003,174764112,So11111111111111111111111111111111111111111,9,1.0
4u5iaZCM1nNs3VfN8D8FJ9pqNEvqfxtAdTmbiuAjQqvz2jw5o28aVNFoYhy7fpTQCXGdFHGi2VkgRVyfJDxX4phj,1753508468,2025-07-26T05:41:08,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,174779002,174779003,So11111111111111111111111111111111111111111,9,1.0
4yJXfSZZSZiePa1yEYcdhF8Cbc8mQnHLNQNuiAz9Vu5RbW9Nhd5Lc3xKiKakwCNPJ8QWNgF4ML42GVMMvgLvPDZy,1753508461,2025-07-26T05:41:01,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,174779001,174779002,So11111111111111111111111111111111111111111,9,1.0
4C2RxbJc1FK5pQYq4wsxpMRi48Gr67ARLAj1UnNmcjCFd7maAJHSUzuJhdPEcGazxFL9thAfropkt6a4qHCcjvE3,1753508461,2025-07-26T05:41:01,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,174779000,174779001,So11111111111111111111111111111111111111111,9,1.0
36rVTL4ETXGaz5MUtJgtyvyAb8wZc3vMSoszfQkvWiNCv3MGJScmatqBToPWC6tnLb7unuUfTykBtkruBpk8K5jU,1753508433,2025-07-26T05:40:33,0.000094385,AhKyGtw7yFPNFCj1T2VTGkBYYAtKdvq2rMd9d4tRik5R,inc,1,0,1,7PwKUVtzGJPAineVXMJ9jebCVbMuZR6Xy4qMAyBQTU38,0,1.0
36rVTL4ETXGaz5MUtJgtyvyAb8wZc3vMSoszfQkvWiNCv3MGJScmatqBToPWC6tnLb7unuUfTykBtkruBpk8K5jU,1753508433,2025-07-26T05:40:33,0.000094385,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,58913626,233692626,174779000,So11111111111111111111111111111111111111111,9,1.0
2CBLkURbvRpB3qEKzM2qNdzKkdR3vbh1QpTEq7MGrQr1QFDou3hxGGAYbNoEbDy9TuDGCca5nTU6LWGj7BAYq9wc,1753508371,2025-07-26T05:39:31,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,233692625,233692626,So11111111111111111111111111111111111111111,9,1.0
3HGRgUc9EM42PnxYssHnutQZSdh16fHuGwXGDYMVBAVB1PenmWnWgUgiUBBz1u9NKYoKjUDiAWZ1Sgw4KvB42Auc,1753508348,2025-07-26T05:39:08,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,233692624,233692625,So11111111111111111111111111111111111111111,9,1.0
fx7pdTCaNb5g2RNPrShY6ViYeW5xgX8RZSMvayC4J8ePT6Rb5JyfpB9QC1yMMeuzUPgUKkL82DViXoQBupwgTec,1753508338,2025-07-26T05:38:58,0.0000676,6kzbGMiVTApbzQSxchSUPx4Jf15H2saHSDT2NSoF7EX6,inc,1,0,1,3yPyhzZpusA9MjLmqQhbgdCQRSSVuez6Wi1VRRHM9Go1,0,1.0
fx7pdTCaNb5g2RNPrShY6ViYeW5xgX8RZSMvayC4J8ePT6Rb5JyfpB9QC1yMMeuzUPgUKkL82DViXoQBupwgTec,1753508338,2025-07-26T05:38:58,0.0000676,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,57356880,291049504,233692624,So11111111111111111111111111111111111111111,9,1.0
yBu31gpsrRPHLrk2wae6vfWqEDgBAX5KLCHPgrjdikwqtFu8J54zRd5rUBuUBpc7xjQGk6FZhaFohYmA8wkBwrU,1753507992,2025-07-26T05:33:12,0.000019258,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,19279258,310328762,291049504,So11111111111111111111111111111111111111111,9,1.0
FNxnxatmwnScocPBucnpJNMLzNMy9hCwAF1Ezb1jxNDE6QLg44zZpGH9sCTUH59voHEuRtZ12fBmpYLJKvWtQgD,1753507992,2025-07-26T05:33:12,0.000019492,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,14999492,325328254,310328762,So11111111111111111111111111111111111111111,9,1.0
5HtRy74J367pH8TMezfbrwFgrE9tTFeuHffLyk8sPWTHSFbYTasevQyeNCNzYCH4BdUBADzADPAwRqDSzg6TEntS,1753507992,2025-07-26T05:33:12,0.000019375,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,27839375,353167629,325328254,So11111111111111111111111111111111111111111,9,1.0
819TyiccFcSa8hdTZzzZZb4yccUSzvgvgmx7oGuyP6zDMsgdGSCn7w5M2AuBjWiGiicGaLKPMD1rDzauGLPaqhC,1753507992,2025-07-26T05:33:12,0.000019245,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,14999245,368166874,353167629,So11111111111111111111111111111111111111111,9,1.0
63VSw26wA7di5p1umBvGrhgKobhUSdGTVMTiSS1QxFWDPsFsJcnK5aiuWEk1TZKMqvuzTQyFeNv6E6NudPMnsYqo,1753507992,2025-07-26T05:33:12,0.000019609,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,14999609,383166483,368166874,So11111111111111111111111111111111111111111,9,1.0
4Ke6Arp1xYhsmvvuqgW9micnGLHHkHQPcEwDVFzsXXm5qSwR7AjkRjJe8gFxXco62G4i4xAfoo4hGfa7TEmyjx3C,1753506999,2025-07-26T05:16:39,0.000016311,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,7078311,390244794,383166483,So11111111111111111111111111111111111111111,9,1.0
yXi98tqqc2kVs8FiUpPgwEvpL1GRdWVBWTmPiVzuw3QdwfkV1oCLw5sfEuRnXDHr1dSf2pSPcgU28ERGPFeTPbU,1753506999,2025-07-26T05:16:39,0.000016311,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,7078311,397323105,390244794,So11111111111111111111111111111111111111111,9,1.0
5CHvBMELykVkF8AMVTJwNufXMokadNQ1tJso961WUGgXsCqED8tS7JHGn8bAY2SZ35L8JbaCYKZeD1NuiT9k8x3H,1753506999,2025-07-26T05:16:39,0.000016311,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,7078311,404401416,397323105,So11111111111111111111111111111111111111111,9,1.0
FmGGuGg6kCQYU7hWQZD8T5NVyAS7E4cSJ43EGuVzYppvuTrKnRCMDvUWCe5NVGLuYTiegdtyGfkzSNnqSMy4dKd,1753506999,2025-07-26T05:16:39,0.000016228,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,7078228,411479644,404401416,So11111111111111111111111111111111111111111,9,1.0
2m8pyzGuidpxH7hgHLAA3kKxK9zPXc8sZoRKEupAdyRHNGP1U7Do8bwTnLsSLbmtDMzAjUEKz2tpa495jPkxx6JJ,1753506999,2025-07-26T05:16:39,0.000016144,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,7078144,418557788,411479644,So11111111111111111111111111111111111111111,9,1.0
3mFupy5TNpV8mrEHCc6iy5KAMS23ENM5f6VeSMBjeQ6jSoruSwEwUzhNTnFg8TCynopj5nxQuvL8BE714xgvA8Mj,1753506999,2025-07-26T05:16:39,0.000016144,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,7078144,425635932,418557788,So11111111111111111111111111111111111111111,9,1.0
4RgXZvF9nP689sxoaFioZrV82XimTHw6vnB86CZRvNeCSKe8se88hqLaBdcXjnoDt4dhNJuty1KrGyCS1VGB9q17,1753506511,2025-07-26T05:08:31,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,425635931,425635932,So11111111111111111111111111111111111111111,9,1.0
4ar2zZYDCR9aWqnuy189Bj41UdNqsBKCKb6ZyiNyN3Qzis1Sn2eYuXzo4ie6kvkVqUTkHmJAeLucbeNq1hwRThvG,1753506504,2025-07-26T05:08:24,0.000014419,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,5792419,431428350,425635931,So11111111111111111111111111111111111111111,9,1.0
3pzPG1vS3ws7a3SrhPdvQpftin8jgo6TAYXVxnmo1a9PUH1srEVJ7QiMv9K6Nk5BowXt5UuvLknuYPCgmR6PYJB2,1753506504,2025-07-26T05:08:24,0.000014539,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,5792539,437220889,431428350,So11111111111111111111111111111111111111111,9,1.0
5Z8QkStkJyQ8wKFxinTPgCeLQqYN3Dt8w4uZeZaa8iYnN4dCuVPKJPjebCTPqUaMi3q3EDgB1yxeiDFa6SZaKH62,1753506504,2025-07-26T05:08:24,0.000014539,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,5792539,443013428,437220889,So11111111111111111111111111111111111111111,9,1.0
5oLjKe9JYgd9wtyMwzJgQSeskFaaPykSbyUm63737aQL4VuZxJZbNRxGwVfDmPqE5dqw8odXaygWLBwyi583mVUT,1753506504,2025-07-26T05:08:24,0.000014419,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,5792419,448805847,443013428,So11111111111111111111111111111111111111111,9,1.0
uFYN9Cj2e84cAEVKRRUx7RCECojCwFQs25wvkSCw4HQT5ACGZ7Bhss6bET8DqXqdcgf9U5HnGEyE9Me8fUANsFP,1753506504,2025-07-26T05:08:24,0.000014599,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,5792599,454598446,448805847,So11111111111111111111111111111111111111111,9,1.0
4EHb64Werqzi3dtotX8bugL9Pm8W1KBAUJ6y4uHuEMDNgCPFte2u7UdWnZGzZCCcGQbFe8eEvZ79pqd6z3o7e2Je,1753506368,2025-07-26T05:06:08,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,454598445,454598446,So11111111111111111111111111111111111111111,9,1.0
3idVeZ1j6XUmAMq2CMErbMPYQXHrJi2m6kXGMmEMh4S8MNMC6Z9jtUxc1Xuxp6bhkzDpgYzgSuM79WGed4z5Z4TV,1753506365,2025-07-26T05:06:05,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,454598444,454598445,So11111111111111111111111111111111111111111,9,1.0
2g6ag1H83uEghvANUYTYigcANnqPqyM94pL9p7YkEgj6DJKG1yf13SVvrNujxTz8tHy3NurfeBCbKHLpVEHqmyY1,1753506364,2025-07-26T05:06:04,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,454598443,454598444,So11111111111111111111111111111111111111111,9,1.0
