Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
4fAZMvMrzTDQUXFqfanctwceZ7kVpM1LGr2ZPhqF9cFs6Ayc4p2VnfvsSMYhQWo1BCCQgqbTVFGk8KkEmanm2b5N,1754819560,2025-08-10T09:52:40,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2310521174,2301521174,So11111111111111111111111111111111111111111,9,1.0
5kDArk9pcaCVrv8zMHez1pWToFtMwwpAXEeJUb35CaPvz5qaEXpmXrzTrwGZyuHxGDCsWDqryLCY8KpmwqdTzTZX,1754819544,2025-08-10T09:52:24,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2319521174,2310521174,So11111111111111111111111111111111111111111,9,1.0
3qRoYTuYcdaVWzbd7XNKNG3auZe9ZKtWH6iarmXctpiXBfYfv8meNqxxUdFX2jafLeJsQTjo2adM1afu9CHhfDrL,1754819527,2025-08-10T09:52:07,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2328521174,2319521174,So11111111111111111111111111111111111111111,9,1.0
66mygGges3UFK2YQdDsgaBsGkmM9yYNH1RpWzNTPjfc62PWcXwKGSp77drZoPFGg4SA71CZc27URL8Zs7hQh876F,1754819455,2025-08-10T09:50:55,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2337521174,2328521174,So11111111111111111111111111111111111111111,9,1.0
4QKGcVcu64uu4eny8qPEe5V3fKjLq5e73NACAa4fwLkB5MPv3FeYfbRejZ44KF8SwxBAv2G57tmuoeHyU6AaarRX,1754819435,2025-08-10T09:50:35,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2346521174,2337521174,So11111111111111111111111111111111111111111,9,1.0
2ZxzMX2deqWrD8JifV4we4aH6gChntuxGmYjAeqtAC8scvr52rWZbQCrfQZPT1y1F1W3hPTPQ8o1TG2iLMSPz36s,1754819417,2025-08-10T09:50:17,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2355521174,2346521174,So11111111111111111111111111111111111111111,9,1.0
67WgD3wVpuT9x1JLfHsDrfL8xRaGdMS1mAk4ji6DcXfs3HBmwofTJTVFgdbxsoNpbaCxhWUKgWywvNnUikufSJjL,1754819399,2025-08-10T09:49:59,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2364521174,2355521174,So11111111111111111111111111111111111111111,9,1.0
67DqXRaPQf4LKLL6DBAHqNattasjBYEHYyYuyPpDEqHTjK9SEkkzHuwSzy2VsrZJjdxqf5mnX63vvTkUEDG6hnQ7,1754817852,2025-08-10T09:24:12,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2373521174,2364521174,So11111111111111111111111111111111111111111,9,1.0
3oZh89SgF4mk2MSwntXE2USWqdaTDDh6PSgGkSHpGZR8x6CoeASWwmBZ7Ha3u6RN3ZajxCvpB6bTSXodiWHJ8vRv,1754817847,2025-08-10T09:24:07,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2382521174,2373521174,So11111111111111111111111111111111111111111,9,1.0
63mCSGFGsb4Fe15y8w2JshkSWvSGHmZ1d3yBxQPsFqPQ54KjRhhi8ctxEBm4qfAgU4DmopVhsJKr8q9jCuCqBdPG,1754817829,2025-08-10T09:23:49,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2391521174,2382521174,So11111111111111111111111111111111111111111,9,1.0
4n63R1W4Xex4pWaqw733TuADtkB8YzJ722UDjxtFYk1a4rUxPeBjEiARaXLY1BnpKrGE6zRDYb1MXHzW7kuYAyjL,1754817812,2025-08-10T09:23:32,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2400521174,2391521174,So11111111111111111111111111111111111111111,9,1.0
RhJkvieDdye535F1Kq4hdz7hJAgCGfHtbjiZJgTwKuv6M3ZJasMnNa5eGyjsrGEWp3XfRtV3xcf3V2YqwF8TTWH,1754817771,2025-08-10T09:22:51,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2409521174,2400521174,So11111111111111111111111111111111111111111,9,1.0
5eTesFNsKoMMa7apYeTNnHsdVnZd4ScHNz7HeBtop3N3H9pk2TFS3W4KcPne9aPs5skrdEwLdaoHq3uwZWH3rKoG,1754817741,2025-08-10T09:22:21,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2418521174,2409521174,So11111111111111111111111111111111111111111,9,1.0
ijHmED2AHc7grf6SC3vDsq41CZ8orfR77hQG4VQJtEhN6amYQzWcRnouFbwhBksvPsLLenbZcw9tMhZupBdmqmt,1754817711,2025-08-10T09:21:51,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2427521174,2418521174,So11111111111111111111111111111111111111111,9,1.0
8hBcX11QBEzSbio6KNSDv4ox6W5og4dPi1H71Q7jBK1KLZUqxjiCLgTCLbddSEWpBUUt4VsjzQ2BPKSvDP1RHk3,1754817691,2025-08-10T09:21:31,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2436521174,2427521174,So11111111111111111111111111111111111111111,9,1.0
21Zv14FK7Efmf9wh6nujKQjNZBbno28UnLdM8GDQWgtThAA7MCu12rqfNyM9GTPBUjejEHAsVf8BepRki36vra6e,1754817552,2025-08-10T09:19:12,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2445521174,2436521174,So11111111111111111111111111111111111111111,9,1.0
4qMSeH4J3kWo7kadKp8cW4R2rbidkBRLsCz1rxRxEWZEvQJXmAN4RrZZvVQrWfsyq94LkpBvoP8e4EQZSrEDAuCm,1754817534,2025-08-10T09:18:54,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2454521174,2445521174,So11111111111111111111111111111111111111111,9,1.0
47V7QXPGjAR9bhfKrVRft4cRYpDqPW8sLzqdjrNKkhKZ9ZjXzVF4TodxbubqLVwXwAwtuvevhWiuMmyF8Tb1FJKg,1754817517,2025-08-10T09:18:37,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2463521174,2454521174,So11111111111111111111111111111111111111111,9,1.0
4Yxdtj98K9A7Q13FaQzxXcx1phuL3tj9Fm6Pn6PWx9jCqogvvykJXA92BDQPo717B6aXRT28rsKhzKH6wZk3iuZF,1754817496,2025-08-10T09:18:16,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2472521174,2463521174,So11111111111111111111111111111111111111111,9,1.0
2v1UQbJbkJBaYc2ChH6Sn4xRaXzaayB5zr6QYwxMazRmZntmtto2i3zhZy2Wy4kneUeMFvNustAqQNGyTf8ZGVgE,1754817446,2025-08-10T09:17:26,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2481521174,2472521174,So11111111111111111111111111111111111111111,9,1.0
3KLRXiD4uvX5Em8pC3PKY2YGYma4EmdcCaHzpnT5yQJ7K4gGQR2mFgmTuNVQEc18shKkoK29fsPviyXY3yhLpkiq,1754817419,2025-08-10T09:16:59,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2490521174,2481521174,So11111111111111111111111111111111111111111,9,1.0
2eTCGApCYjnGoyS7tXJorDmZv1sKRQwm94nLSgvTF8KaWdnZFfnbWYbPFK81Vpeh62bTkvc5HEzBtPYdwyzAYKU,1754817401,2025-08-10T09:16:41,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2499521174,2490521174,So11111111111111111111111111111111111111111,9,1.0
56CbPupFS61CrBVVSGxBjmkdUJLURcYQKNt368zX5rFfFKVGbWddFGBYvfethTeNBNp25s8XmkpwYfVCqPHHZXs1,1754817381,2025-08-10T09:16:21,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2508521174,2499521174,So11111111111111111111111111111111111111111,9,1.0
3dKc2DtohQxyeZoGKyFdicig5y9sqYLX3vcjvUWwXL6frQwigN6jRoZvWkdJCxHxabmY1zWUxfmnR1NWVEeJBdcG,1754817225,2025-08-10T09:13:45,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2517521174,2508521174,So11111111111111111111111111111111111111111,9,1.0
515uYoS4HaWXDnGZNLPSgXvopTGWbm43JN3rWyrYGJ6g13ujSyRE2vdQBJg391yaUvFahRVxBBQuqhnYXa7DLE7e,1754817190,2025-08-10T09:13:10,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2526521174,2517521174,So11111111111111111111111111111111111111111,9,1.0
4ZrVMCEzrDhBVTCgnjDYXRxAMqCT5g6CJDDM1nPBUUdAYEQtEsbqTCEE4f15yYBem4Q27H4Z6JwZNpLHz3urDBdC,1754817180,2025-08-10T09:13:00,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2535521174,2526521174,So11111111111111111111111111111111111111111,9,1.0
5EtrzYDw8TKTkFPe7PPTCAkfQQSHEN1dec6WyZNMqtTsveqzFUowM7ksBr8jDmTuMcx4RJr7vRAjspAAs1fcwtiq,1754817160,2025-08-10T09:12:40,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2544521174,2535521174,So11111111111111111111111111111111111111111,9,1.0
MMkLxcFDkV9jNBpawYDsVbTaW4BHnX4GGt2rNwcydUPpxLRFcdRdtS5XjBizhjVb18E4gctaP29QqsKawrtKTpY,1754817002,2025-08-10T09:10:02,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2553521174,2544521174,So11111111111111111111111111111111111111111,9,1.0
32hbskKAFMGXVFDB9MxMm49wjnnJGx4wwP3WhYSjRWAMXYroGKGWYPjQAiw6dJthiw17DzLRcjcEwtwFpdNB2bDU,1754816997,2025-08-10T09:09:57,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2562521174,2553521174,So11111111111111111111111111111111111111111,9,1.0
3gKGQpNXWvathzRYmNFFQeCX6jbfyTrxr1jk4uo5bXsXnYDueAsC3prmzcNR8m9YFCDgKewbqda9Ywf6br9SkFVt,1754816990,2025-08-10T09:09:50,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2571521174,2562521174,So11111111111111111111111111111111111111111,9,1.0
5BXW2SRHAR71wXKvecfRmDUsZH78CWmzB1ML2yJhZo6haLgKeMs9Bo8G9GeBypgLnYcfQS7odd1Za5PkzXmSovL8,1754816983,2025-08-10T09:09:43,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2580521174,2571521174,So11111111111111111111111111111111111111111,9,1.0
26rEh5avH65Ati6Tm6BfPginssZfkESTYfh2NHhcmqUKGAhhWBqPwcbgDBa5GoUbcZKcpuy2hQ7tNqrNkcWZvbCT,1754816803,2025-08-10T09:06:43,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2589521174,2580521174,So11111111111111111111111111111111111111111,9,1.0
2Hg3rTBkQizqas1Lgp3m5eZWsqtyt1Cr8qmmnmx6yPze1wK45N9K9qtz1x7tyt4VuK5CDLi82zLPCrptsGQzDgXw,1754816786,2025-08-10T09:06:26,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2598521174,2589521174,So11111111111111111111111111111111111111111,9,1.0
24ENZRtFJGkQB6T88iyvbfN3oVw2z3tkcPUU85PDSXkWVL2c9qZAZdDMMV5XH7BbTmHF42PYKrZDsjq7VeYgoS25,1754816781,2025-08-10T09:06:21,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2607521174,2598521174,So11111111111111111111111111111111111111111,9,1.0
5fspxcmuJHvepwdeP8hgzY5sgGt4ZgN4nsWMpq7nSZL4Jgbgioijf7ihMcmPccJDX5jp3C9orHBqC7PcLR4KdQjZ,1754816777,2025-08-10T09:06:17,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2616521174,2607521174,So11111111111111111111111111111111111111111,9,1.0
4fGvifLKuYyFpDFp4E9dm2AMhLySDWBUJMoPC8S8keEq9ymd8F9XS41xdcLgrYZ2xGTXviA9Za6xck8Ebz2nAZVL,1754816735,2025-08-10T09:05:35,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2625521174,2616521174,So11111111111111111111111111111111111111111,9,1.0
4EuBZ7Q9RyJ1nx7ZAmivpKP9GTRLxRKazB535UQtQggoZxLy1PXV9HUR2WonCJwoeZcGj7RaShhybUfMAGTfxt2d,1754816717,2025-08-10T09:05:17,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2634521174,2625521174,So11111111111111111111111111111111111111111,9,1.0
3grESDpGYSuhjdgs8BY4KxjfX16abpuh2fETz6t9ip989qQxkcdsYebcnJ4nFgU5ib7pdwupjL4GZjDUhXFE8Uh3,1754816713,2025-08-10T09:05:13,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2643521174,2634521174,So11111111111111111111111111111111111111111,9,1.0
2MAJtMPFdHJ79jJvQ6xoqu28wutmMEgUaUx6unwN2MQAejpXpnFtD3Wryws2cMDpjMWLDqVf6SpVhDtRbB2xhgpF,1754816696,2025-08-10T09:04:56,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2652521174,2643521174,So11111111111111111111111111111111111111111,9,1.0
5V8dN6ErKmJcFmTaymRPnvzWEryC5VxRUiL6nf6SvNCxqYCw8jaBGiN7ouAmqMXKXKJdtbcno1sALTjsoNHcnU4G,1754767293,2025-08-09T19:21:33,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,2652521173,2652521174,So11111111111111111111111111111111111111111,9,1.0
2e3keLAym126AgdgN6jXKPph7mSoSXc74pogQaaBi7fqzQacX4UdgNjg94FAZHiMviYJReRNGUmv7rbSHQqft4si,1754750910,2025-08-09T14:48:30,0.000011419,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11419,2652532592,2652521173,So11111111111111111111111111111111111111111,9,1.0
2S5iEKeAKKyZiJNnqu66tHNUMd4DXJbba19HW98QSvn4zoyFHygDpsxJ1R4sxUkqJPKRammTkYdYvPx6VDJWH7hr,1754727202,2025-08-09T08:13:22,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,2652532591,2652532592,So11111111111111111111111111111111111111111,9,1.0
3ZoP5AEe2r8L7ckXTnVVznWaiZZwPADB1a42whBQTit3khxjgA1QgyoZK5DHXa47V92u5qcyZb157hJPZUu75et7,1754687033,2025-08-08T21:03:53,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,10000,2652522591,2652532591,So11111111111111111111111111111111111111111,9,1.0
3SULWkicwjThbr6d7j3pZCcPmp2nUDCYEiNmP7NWU42HbQV7ekiTsjC9tNAU79Pj3HK1pLQUPKYBGfg59MEMrzzS,1754687024,2025-08-08T21:03:44,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,2,2652522589,2652522591,So11111111111111111111111111111111111111111,9,1.0
63vdnGuqaExmPYmm81hith8crk6mUACorZiH1yvdX1uHwxC9mpM7c87wUKLQY7Wiz4xMzpRat7nm5dG85KJEhmxw,1754687024,2025-08-08T21:03:44,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,4,2652522585,2652522589,So11111111111111111111111111111111111111111,9,1.0
4ATNG4DfTuD1yQgQw6pHCG7WJVbphALEp6g5LSjN86DZNANK4KrBiBjRKpWEfU9zfo3t5fw4kjeVffni5CmEcaNN,1754687024,2025-08-08T21:03:44,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,6,2652522579,2652522585,So11111111111111111111111111111111111111111,9,1.0
5g9nZ5wAaZz2ptbMkZRtR5Ybk4xYBu8mroax9aKqv7e5SiSRKnxwTdtwRegzcJLSzXCd84FM6ACn2vqCgmcQpbq,1754687024,2025-08-08T21:03:44,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,8,2652522571,2652522579,So11111111111111111111111111111111111111111,9,1.0
3Z81Wpkuf1s6boEREmLEFVhKjDjqWPk3Y6W5nVWWPCALCYh9WmRiRUC8pJa6JporKZG8XyD8uzkrMR4pB7VSrXod,1754686937,2025-08-08T21:02:17,0.00008,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,115080000,2767602571,2652522571,So11111111111111111111111111111111111111111,9,1.0
45xBfjU8kiiXwuhAwwHswmTjfBV3gRx1rcYmPmz6nXfSG8KECuHnyPhoqbH3NYbnH2Up2Yi4P654A2Rf5RG4vTGV,1754686777,2025-08-08T20:59:37,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,2767602570,2767602571,So11111111111111111111111111111111111111111,9,1.0
3e5uTUkZ8qXDVyHZsNPnZS4JVejcqN9Xmk9ewP3VCR3BnQtq7PeYDyeMLkXrbA41yDUshQcTjtBBxAyi8Y1TQuUg,1754686777,2025-08-08T20:59:37,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,2767602569,2767602570,So11111111111111111111111111111111111111111,9,1.0
4ZrpRAkS7upKkVJFkv1bDnKjHMvdwA8LiowbGZsNtrUa5iVckwePV1Cj2PvfUwuSca34UsbzxW26BA26rBuYfHFv,1754686769,2025-08-08T20:59:29,0.000006779,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,6779,2767609348,2767602569,So11111111111111111111111111111111111111111,9,1.0
55oSxYbeAwXv2PxRYihVMWHKTxeBjEtQm8TV5CzrYWoAahHy4eNcoJeS8JhJk7Vn8mzVBs7P2MEGF75ScTqbjbxM,1754686769,2025-08-08T20:59:29,0.000021626,42GsbFEkFowCEfbLjGUCp4WjquUaXyFdkV21CSBw3zqM,dec,1,1,0,8vqBqhssG1hycP9RgEHH2BsxCs5fSrG9U4UVFSmrD8Lp,0,1.0
55oSxYbeAwXv2PxRYihVMWHKTxeBjEtQm8TV5CzrYWoAahHy4eNcoJeS8JhJk7Vn8mzVBs7P2MEGF75ScTqbjbxM,1754686769,2025-08-08T20:59:29,0.000021626,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,21626,2767630974,2767609348,So11111111111111111111111111111111111111111,9,1.0
MjDVoM5okYZ2xT8ZPqXi4odLDaoDWH3gFkkjXbcNsGFGhzoWQS7PZcriJGHcbZ9XeWhG6svmNE7UrejbEUZERsr,1754665160,2025-08-08T14:59:20,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2779130974,2767630974,So11111111111111111111111111111111111111111,9,1.0
3WHZ8DoDknj2hMBfbU22hnJmptXCWgPipTjCtKN7bs4Ye4j5q6xQwSHqWaHTv45v7RvLMkTUHVyvsWZyMgP6CtB9,1754665142,2025-08-08T14:59:02,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,2790630974,2779130974,So11111111111111111111111111111111111111111,9,1.0
5brBaMqmoXKa9SBmrokxKhg97erqDCXKUioPSP8vWSe34hvryAkCddNYPnaKx5GACx4Uk9hXkiAkMQgdzjMuajFH,1754575124,2025-08-07T13:58:44,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2648130974,2790630974,So11111111111111111111111111111111111111111,9,1.0
2PMXshZ1HSAqkj5x8T2iVQ5WkHngjbpNpFPL8dgELkkxAxatiaeiqneoKVaySQhT451b6V6pSjvpELqfSfesvD8y,1754505774,2025-08-06T18:42:54,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2657130974,2648130974,So11111111111111111111111111111111111111111,9,1.0
4F3QMbhEo3orpZ1qnUTnesrZ85qtgvpvdta5fZyMFVvUjA1iGeNNsuh8xZAtvJqdajaLuytszHS6n3ZX3TZnE9xM,1754505411,2025-08-06T18:36:51,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2666130974,2657130974,So11111111111111111111111111111111111111111,9,1.0
4r8751bFmorv5E4UEvexhMh9PrLiMFW7aKo7Ru1NVEZACL1gVVZboJMNh2zPmH9NfCAM96m9acynnJCNE413vSpu,1754505393,2025-08-06T18:36:33,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,2675130974,2666130974,So11111111111111111111111111111111111111111,9,1.0
3eY5FkC3r3QxGAWP511tJUsrUEorBJWfJyQ1YKL8p2QkrWMZE1NXJP5iFsV9psZDMgVYvJYd3F6BMu9ADZ9vfJQo,1754502435,2025-08-06T17:47:15,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2532630974,2675130974,So11111111111111111111111111111111111111111,9,1.0
5qyttA1r1hBHKBqCv2yUprEkF6L9PMhG8ZRAPG7HNxwFeZnrZniHaQPo7FxaB8HdxnKFyU51Vw5anLemMe4KYBCD,1754498094,2025-08-06T16:34:54,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2390130974,2532630974,So11111111111111111111111111111111111111111,9,1.0
27MS3UPd5w8rA2vP5J8YqBrGLKDLr9Jn9HUc4qkPNM49UNMgw5ToW5YLa3L2LyjAyQi2DAwbvALEMzXxrDDUfyGT,1754498070,2025-08-06T16:34:30,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2247630974,2390130974,So11111111111111111111111111111111111111111,9,1.0
3aYs8NePcGstvYGmPopwMs2vzJ4ssHk1mttXrgJ9rp9ZwkKmDtAnWTwP1EpP9KPZaCmd3bvZM9WwVUTC7jXXKv3n,1754496105,2025-08-06T16:01:45,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,2105130974,2247630974,So11111111111111111111111111111111111111111,9,1.0
3GG61bGZAJ9kAAfZRHvbaZoZ7nBoKFk5sXCzm1jRwWpM4LhNQiTun8mpbzCsCKUuUWksytyz6TnfD1s3B3a97JEY,1754496088,2025-08-06T16:01:28,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,1962630974,2105130974,So11111111111111111111111111111111111111111,9,1.0
3VNot3A1ByTNZd74FGLW1Pkv5ne62e2qsVinKbH1n7XSEXdYQ8brKMKP7sjEXUkZuiQ8wAqwM6jTswbbhZWHCzvm,1754496052,2025-08-06T16:00:52,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,1820130974,1962630974,So11111111111111111111111111111111111111111,9,1.0
2zs59aHNNJhrqQqhEnL6maK3uKcdx9tc62rqdE6CsYFXo4cumooKVhdQ3eUya8TsZ3168Bxi99resU4xQ67iBW2a,1754496015,2025-08-06T16:00:15,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,142500000,1677630974,1820130974,So11111111111111111111111111111111111111111,9,1.0
2qe5BzBYGNRncDfcw7aFKXvDkwmD6aarDAhGqfVBVDQsxVmdAAz4sZPZNmhYo2h9SpyWRGk9zagkBoBDcEJhz2qz,1754487861,2025-08-06T13:44:21,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,1686630974,1677630974,So11111111111111111111111111111111111111111,9,1.0
2C6Ajm1oerowuVsnc3htKb8YSq71y76fEVYEiTJdCKBrff4McFU2Yc4eC29ekvAG4wiBGhfLon7CkA9qweEPKh9C,1754487843,2025-08-06T13:44:03,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,9000000,1695630974,1686630974,So11111111111111111111111111111111111111111,9,1.0
qg5p9eqb7vzuZqDjL1gCSjo25y69cvbjZbrhUzdhh4GL7rSbXjnDEz75UjFToYRJZKiNEjqDMTFtFuFsCQTkwJY,1754487686,2025-08-06T13:41:26,0.000015,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,11500000,1707130974,1695630974,So11111111111111111111111111111111111111111,9,1.0
4k81xGHKxSAFG9pH2rPHrjceXE9fYwM7AshC7N7qorCuaKZEFyL5ZYziWPoYUgQgh9utAUCwTVtJKWinX1Uy4NUU,1754367465,2025-08-05T04:17:45,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,1707130973,1707130974,So11111111111111111111111111111111111111111,9,1.0
4RQfgw78d8GzM5rbJAwausNjVR7EMPhTL1d5ziqgiRFSRuJQ5xT2WBHvfgULd9JXXg9dyzmVCXRTuRL9i7iC8DzA,1754367465,2025-08-05T04:17:45,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,1707130972,1707130973,So11111111111111111111111111111111111111111,9,1.0
qo9HGgoZNmLeqzaDduzJq8F37YFFZMn8GJ3hhu9BqbMjkTVush7zsGo9sS48euWpufLTH8mFYC8YME1a8jb81Qa,1754367462,2025-08-05T04:17:42,0.000005,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,inc,1,1707130971,1707130972,So11111111111111111111111111111111111111111,9,1.0
5Aa82iyica8p7m33kXM4YVU8fxNpzg9CPocywQJSjVUTERX4sToiGLWFCEBQxy8hMF7fVCUHC3mUYpjTobZ8ukDx,1754367320,2025-08-05T04:15:20,0.000028307,8j71XmxvftZDHedzjeC1iA6pkTvq9Yfe6w4RxPUcpfYb,inc,1,0,1,DiUcNxfTv4xud9sqUAoQpCgC5qnYdp8mSDLWWD28Cjxu,0,1.0
5Aa82iyica8p7m33kXM4YVU8fxNpzg9CPocywQJSjVUTERX4sToiGLWFCEBQxy8hMF7fVCUHC3mUYpjTobZ8ukDx,1754367320,2025-08-05T04:15:20,0.000028307,62DpHkt3h7r6CJECjtRQUoMnm3SJxUTzF5kNUGjs2325,dec,55045595,1762176566,1707130971,So11111111111111111111111111111111111111111,9,1.0
